tick,t_ms,joint,q,dq,q_traj,dq_traj,q_des,target,target_raw,q_env_lo,q_env_hi,lead,lead_sat,settle_error,phase,friction_mode,tau_p,tau_g,tau_f,tau_d,tau_ff_cmd,tau_meas,dq_mit,kp,kd,joint_stuck,planner_frozen,retarget_age_ms,planner_event
0,500,right_shoulder_pitch,0.099600,-0.080000,0.099600,-0.080000,0.099600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.099600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,1.200000,1.100000,-0.080000,12.000,1.000,0,0,0,tick
1,505,right_shoulder_pitch,0.099200,-0.080000,0.099200,-0.080000,0.099200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.099200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,1.400000,1.100000,-0.080000,12.000,1.000,0,0,5,tick
2,510,right_shoulder_pitch,0.098800,-0.080000,0.098800,-0.080000,0.098800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.098800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,1.600000,1.100000,-0.080000,12.000,1.000,0,0,10,tick
3,515,right_shoulder_pitch,0.098400,-0.080000,0.098400,-0.080000,0.098400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.098400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,1.800000,1.100000,-0.080000,12.000,1.000,0,0,15,tick
4,520,right_shoulder_pitch,0.098000,-0.080000,0.098000,-0.080000,0.098000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.098000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,2.000000,1.100000,-0.080000,12.000,1.000,0,0,20,tick
5,525,right_shoulder_pitch,0.097600,-0.080000,0.097600,-0.080000,0.097600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.097600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,2.200000,1.100000,-0.080000,12.000,1.000,0,0,25,tick
6,530,right_shoulder_pitch,0.097200,-0.080000,0.097200,-0.080000,0.097200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.097200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,2.400000,1.100000,-0.080000,12.000,1.000,0,0,30,tick
7,535,right_shoulder_pitch,0.096800,-0.080000,0.096800,-0.080000,0.096800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.096800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,2.600000,1.100000,-0.080000,12.000,1.000,0,0,35,tick
8,540,right_shoulder_pitch,0.096400,-0.080000,0.096400,-0.080000,0.096400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.096400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,2.800000,1.100000,-0.080000,12.000,1.000,0,0,40,tick
9,545,right_shoulder_pitch,0.096000,-0.080000,0.096000,-0.080000,0.096000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.096000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,3.000000,1.100000,-0.080000,12.000,1.000,0,0,45,tick
10,550,right_shoulder_pitch,0.095600,-0.080000,0.095600,-0.080000,0.095600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.095600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,3.200000,1.100000,-0.080000,12.000,1.000,0,0,50,tick
11,555,right_shoulder_pitch,0.095200,-0.080000,0.095200,-0.080000,0.095200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.095200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,3.400000,1.100000,-0.080000,12.000,1.000,0,0,55,tick
12,560,right_shoulder_pitch,0.094800,-0.080000,0.094800,-0.080000,0.094800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.094800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,3.600000,1.100000,-0.080000,12.000,1.000,0,0,60,tick
13,565,right_shoulder_pitch,0.094400,-0.080000,0.094400,-0.080000,0.094400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.094400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,3.800000,1.100000,-0.080000,12.000,1.000,0,0,65,tick
14,570,right_shoulder_pitch,0.094000,-0.080000,0.094000,-0.080000,0.094000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.094000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,4.000000,1.100000,-0.080000,12.000,1.000,0,0,70,tick
15,575,right_shoulder_pitch,0.093600,-0.080000,0.093600,-0.080000,0.093600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.093600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,4.200000,1.100000,-0.080000,12.000,1.000,0,0,75,tick
16,580,right_shoulder_pitch,0.093200,-0.080000,0.093200,-0.080000,0.093200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.093200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,4.400000,1.100000,-0.080000,12.000,1.000,0,0,80,tick
17,585,right_shoulder_pitch,0.092800,-0.080000,0.092800,-0.080000,0.092800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.092800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,4.600000,1.100000,-0.080000,12.000,1.000,0,0,85,tick
18,590,right_shoulder_pitch,0.092400,-0.080000,0.092400,-0.080000,0.092400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.092400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,4.800000,1.100000,-0.080000,12.000,1.000,0,0,90,tick
19,595,right_shoulder_pitch,0.092000,-0.080000,0.092000,-0.080000,0.092000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.092000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,5.000000,1.100000,-0.080000,12.000,1.000,0,0,95,tick
20,600,right_shoulder_pitch,0.091600,-0.080000,0.091600,-0.080000,0.091600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.091600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,5.200000,1.100000,-0.080000,12.000,1.000,0,0,100,tick
21,605,right_shoulder_pitch,0.091200,-0.080000,0.091200,-0.080000,0.091200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.091200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,5.400000,1.100000,-0.080000,12.000,1.000,0,0,105,tick
22,610,right_shoulder_pitch,0.090800,-0.080000,0.090800,-0.080000,0.090800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.090800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,5.600000,1.100000,-0.080000,12.000,1.000,0,0,110,tick
23,615,right_shoulder_pitch,0.090400,-0.080000,0.090400,-0.080000,0.090400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.090400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,5.800000,1.100000,-0.080000,12.000,1.000,0,0,115,tick
24,620,right_shoulder_pitch,0.090000,-0.080000,0.090000,-0.080000,0.090000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.090000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,6.000000,1.100000,-0.080000,12.000,1.000,0,0,120,tick
25,625,right_shoulder_pitch,0.089600,-0.080000,0.089600,-0.080000,0.089600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.089600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,6.200000,1.100000,-0.080000,12.000,1.000,0,0,125,tick
26,630,right_shoulder_pitch,0.089200,-0.080000,0.089200,-0.080000,0.089200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.089200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,6.400000,1.100000,-0.080000,12.000,1.000,0,0,130,tick
27,635,right_shoulder_pitch,0.088800,-0.080000,0.088800,-0.080000,0.088800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.088800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,6.600000,1.100000,-0.080000,12.000,1.000,0,0,135,tick
28,640,right_shoulder_pitch,0.088400,-0.080000,0.088400,-0.080000,0.088400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.088400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,6.800000,1.100000,-0.080000,12.000,1.000,0,0,140,tick
29,645,right_shoulder_pitch,0.088000,-0.080000,0.088000,-0.080000,0.088000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.088000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,7.000000,1.100000,-0.080000,12.000,1.000,0,0,145,tick
30,650,right_shoulder_pitch,0.087600,-0.080000,0.087600,-0.080000,0.087600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.087600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,7.200000,1.100000,-0.080000,12.000,1.000,0,0,150,tick
31,655,right_shoulder_pitch,0.087200,-0.080000,0.087200,-0.080000,0.087200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.087200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,7.400000,1.100000,-0.080000,12.000,1.000,0,0,155,tick
32,660,right_shoulder_pitch,0.086800,-0.080000,0.086800,-0.080000,0.086800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.086800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,7.600000,1.100000,-0.080000,12.000,1.000,0,0,160,tick
33,665,right_shoulder_pitch,0.086400,-0.080000,0.086400,-0.080000,0.086400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.086400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,7.800000,1.100000,-0.080000,12.000,1.000,0,0,165,tick
34,670,right_shoulder_pitch,0.086000,-0.080000,0.086000,-0.080000,0.086000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.086000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,8.000000,1.100000,-0.080000,12.000,1.000,0,0,170,tick
35,675,right_shoulder_pitch,0.085600,-0.080000,0.085600,-0.080000,0.085600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.085600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,8.200000,1.100000,-0.080000,12.000,1.000,0,0,175,tick
36,680,right_shoulder_pitch,0.085200,-0.080000,0.085200,-0.080000,0.085200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.085200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,8.400000,1.100000,-0.080000,12.000,1.000,0,0,180,tick
37,685,right_shoulder_pitch,0.084800,-0.080000,0.084800,-0.080000,0.084800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.084800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,8.600000,1.100000,-0.080000,12.000,1.000,0,0,185,tick
38,690,right_shoulder_pitch,0.084400,-0.080000,0.084400,-0.080000,0.084400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.084400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,8.800000,1.100000,-0.080000,12.000,1.000,0,0,190,tick
39,695,right_shoulder_pitch,0.084000,-0.080000,0.084000,-0.080000,0.084000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.084000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,9.000000,1.100000,-0.080000,12.000,1.000,0,0,195,tick
40,700,right_shoulder_pitch,0.083600,-0.080000,0.083600,-0.080000,0.083600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.083600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,9.200000,1.100000,-0.080000,12.000,1.000,0,0,200,tick
41,705,right_shoulder_pitch,0.083200,-0.080000,0.083200,-0.080000,0.083200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.083200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,9.400000,1.100000,-0.080000,12.000,1.000,0,0,205,tick
42,710,right_shoulder_pitch,0.082800,-0.080000,0.082800,-0.080000,0.082800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.082800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,9.600000,1.100000,-0.080000,12.000,1.000,0,0,210,tick
43,715,right_shoulder_pitch,0.082400,-0.080000,0.082400,-0.080000,0.082400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.082400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,9.800000,1.100000,-0.080000,12.000,1.000,0,0,215,tick
44,720,right_shoulder_pitch,0.082000,-0.080000,0.082000,-0.080000,0.082000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.082000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,10.000000,1.100000,-0.080000,12.000,1.000,0,0,220,tick
45,725,right_shoulder_pitch,0.081600,-0.080000,0.081600,-0.080000,0.081600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.081600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,10.200000,1.100000,-0.080000,12.000,1.000,0,0,225,tick
46,730,right_shoulder_pitch,0.081200,-0.080000,0.081200,-0.080000,0.081200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.081200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,10.400000,1.100000,-0.080000,12.000,1.000,0,0,230,tick
47,735,right_shoulder_pitch,0.080800,-0.080000,0.080800,-0.080000,0.080800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.080800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,10.600000,1.100000,-0.080000,12.000,1.000,0,0,235,tick
48,740,right_shoulder_pitch,0.080400,-0.080000,0.080400,-0.080000,0.080400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.080400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,10.800000,1.100000,-0.080000,12.000,1.000,0,0,240,tick
49,745,right_shoulder_pitch,0.080000,-0.080000,0.080000,-0.080000,0.080000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.080000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,11.000000,1.100000,-0.080000,12.000,1.000,0,0,245,tick
50,750,right_shoulder_pitch,0.079600,-0.080000,0.079600,-0.080000,0.079600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.079600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,11.200000,1.100000,-0.080000,12.000,1.000,0,0,250,tick
51,755,right_shoulder_pitch,0.079200,-0.080000,0.079200,-0.080000,0.079200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.079200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,11.400000,1.100000,-0.080000,12.000,1.000,0,0,255,tick
52,760,right_shoulder_pitch,0.078800,-0.080000,0.078800,-0.080000,0.078800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.078800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,11.600000,1.100000,-0.080000,12.000,1.000,0,0,260,tick
53,765,right_shoulder_pitch,0.078400,-0.080000,0.078400,-0.080000,0.078400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.078400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,11.800000,1.100000,-0.080000,12.000,1.000,0,0,265,tick
54,770,right_shoulder_pitch,0.078000,-0.080000,0.078000,-0.080000,0.078000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.078000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,12.000000,1.100000,-0.080000,12.000,1.000,0,0,270,tick
55,775,right_shoulder_pitch,0.077600,-0.080000,0.077600,-0.080000,0.077600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.077600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,12.200000,1.100000,-0.080000,12.000,1.000,0,0,275,tick
56,780,right_shoulder_pitch,0.077200,-0.080000,0.077200,-0.080000,0.077200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.077200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,12.400000,1.100000,-0.080000,12.000,1.000,0,0,280,tick
57,785,right_shoulder_pitch,0.076800,-0.080000,0.076800,-0.080000,0.076800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.076800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,12.600000,1.100000,-0.080000,12.000,1.000,0,0,285,tick
58,790,right_shoulder_pitch,0.076400,-0.080000,0.076400,-0.080000,0.076400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.076400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,12.800000,1.100000,-0.080000,12.000,1.000,0,0,290,tick
59,795,right_shoulder_pitch,0.076000,-0.080000,0.076000,-0.080000,0.076000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.076000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,13.000000,1.100000,-0.080000,12.000,1.000,0,0,295,tick
60,800,right_shoulder_pitch,0.075600,-0.080000,0.075600,-0.080000,0.075600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.075600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,13.200000,1.100000,-0.080000,12.000,1.000,0,0,300,tick
61,805,right_shoulder_pitch,0.075200,-0.080000,0.075200,-0.080000,0.075200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.075200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,13.400000,1.100000,-0.080000,12.000,1.000,0,0,305,tick
62,810,right_shoulder_pitch,0.074800,-0.080000,0.074800,-0.080000,0.074800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.074800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,13.600000,1.100000,-0.080000,12.000,1.000,0,0,310,tick
63,815,right_shoulder_pitch,0.074400,-0.080000,0.074400,-0.080000,0.074400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.074400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,13.800000,1.100000,-0.080000,12.000,1.000,0,0,315,tick
64,820,right_shoulder_pitch,0.074000,-0.080000,0.074000,-0.080000,0.074000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.074000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,14.000000,1.100000,-0.080000,12.000,1.000,0,0,320,tick
65,825,right_shoulder_pitch,0.073600,-0.080000,0.073600,-0.080000,0.073600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.073600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,14.200000,1.100000,-0.080000,12.000,1.000,0,0,325,tick
66,830,right_shoulder_pitch,0.073200,-0.080000,0.073200,-0.080000,0.073200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.073200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,14.400000,1.100000,-0.080000,12.000,1.000,0,0,330,tick
67,835,right_shoulder_pitch,0.072800,-0.080000,0.072800,-0.080000,0.072800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.072800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,14.600000,1.100000,-0.080000,12.000,1.000,0,0,335,tick
68,840,right_shoulder_pitch,0.072400,-0.080000,0.072400,-0.080000,0.072400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.072400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,14.800000,1.100000,-0.080000,12.000,1.000,0,0,340,tick
69,845,right_shoulder_pitch,0.072000,-0.080000,0.072000,-0.080000,0.072000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.072000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,15.000000,1.100000,-0.080000,12.000,1.000,0,0,345,tick
70,850,right_shoulder_pitch,0.071600,-0.080000,0.071600,-0.080000,0.071600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.071600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,15.200000,1.100000,-0.080000,12.000,1.000,0,0,350,tick
71,855,right_shoulder_pitch,0.071200,-0.080000,0.071200,-0.080000,0.071200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.071200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,15.400000,1.100000,-0.080000,12.000,1.000,0,0,355,tick
72,860,right_shoulder_pitch,0.070800,-0.080000,0.070800,-0.080000,0.070800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.070800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,15.600000,1.100000,-0.080000,12.000,1.000,0,0,360,tick
73,865,right_shoulder_pitch,0.070400,-0.080000,0.070400,-0.080000,0.070400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.070400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,15.800000,1.100000,-0.080000,12.000,1.000,0,0,365,tick
74,870,right_shoulder_pitch,0.070000,-0.080000,0.070000,-0.080000,0.070000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.070000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,16.000000,1.100000,-0.080000,12.000,1.000,0,0,370,tick
75,875,right_shoulder_pitch,0.069600,-0.080000,0.069600,-0.080000,0.069600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.069600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,16.200000,1.100000,-0.080000,12.000,1.000,0,0,375,tick
76,880,right_shoulder_pitch,0.069200,-0.080000,0.069200,-0.080000,0.069200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.069200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,16.400000,1.100000,-0.080000,12.000,1.000,0,0,380,tick
77,885,right_shoulder_pitch,0.068800,-0.080000,0.068800,-0.080000,0.068800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.068800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,16.600000,1.100000,-0.080000,12.000,1.000,0,0,385,tick
78,890,right_shoulder_pitch,0.068400,-0.080000,0.068400,-0.080000,0.068400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.068400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,16.800000,1.100000,-0.080000,12.000,1.000,0,0,390,tick
79,895,right_shoulder_pitch,0.068000,-0.080000,0.068000,-0.080000,0.068000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.068000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,17.000000,1.100000,-0.080000,12.000,1.000,0,0,395,tick
80,900,right_shoulder_pitch,0.067600,-0.080000,0.067600,-0.080000,0.067600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.067600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,17.200000,1.100000,-0.080000,12.000,1.000,0,0,400,tick
81,905,right_shoulder_pitch,0.067200,-0.080000,0.067200,-0.080000,0.067200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.067200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,17.400000,1.100000,-0.080000,12.000,1.000,0,0,405,tick
82,910,right_shoulder_pitch,0.066800,-0.080000,0.066800,-0.080000,0.066800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.066800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,17.600000,1.100000,-0.080000,12.000,1.000,0,0,410,tick
83,915,right_shoulder_pitch,0.066400,-0.080000,0.066400,-0.080000,0.066400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.066400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,17.800000,1.100000,-0.080000,12.000,1.000,0,0,415,tick
84,920,right_shoulder_pitch,0.066000,-0.080000,0.066000,-0.080000,0.066000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.066000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,18.000000,1.100000,-0.080000,12.000,1.000,0,0,420,tick
85,925,right_shoulder_pitch,0.065600,-0.080000,0.065600,-0.080000,0.065600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.065600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,18.200000,1.100000,-0.080000,12.000,1.000,0,0,425,tick
86,930,right_shoulder_pitch,0.065200,-0.080000,0.065200,-0.080000,0.065200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.065200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,18.400000,1.100000,-0.080000,12.000,1.000,0,0,430,tick
87,935,right_shoulder_pitch,0.064800,-0.080000,0.064800,-0.080000,0.064800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.064800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,18.600000,1.100000,-0.080000,12.000,1.000,0,0,435,tick
88,940,right_shoulder_pitch,0.064400,-0.080000,0.064400,-0.080000,0.064400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.064400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,18.800000,1.100000,-0.080000,12.000,1.000,0,0,440,tick
89,945,right_shoulder_pitch,0.064000,-0.080000,0.064000,-0.080000,0.064000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.064000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,19.000000,1.100000,-0.080000,12.000,1.000,0,0,445,tick
90,950,right_shoulder_pitch,0.063600,-0.080000,0.063600,-0.080000,0.063600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.063600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,19.200000,1.100000,-0.080000,12.000,1.000,0,0,450,tick
91,955,right_shoulder_pitch,0.063200,-0.080000,0.063200,-0.080000,0.063200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.063200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,19.400000,1.100000,-0.080000,12.000,1.000,0,0,455,tick
92,960,right_shoulder_pitch,0.062800,-0.080000,0.062800,-0.080000,0.062800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.062800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,19.600000,1.100000,-0.080000,12.000,1.000,0,0,460,tick
93,965,right_shoulder_pitch,0.062400,-0.080000,0.062400,-0.080000,0.062400,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.062400,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,19.800000,1.100000,-0.080000,12.000,1.000,0,0,465,tick
94,970,right_shoulder_pitch,0.062000,-0.080000,0.062000,-0.080000,0.062000,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.062000,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,20.000000,1.100000,-0.080000,12.000,1.000,0,0,470,tick
95,975,right_shoulder_pitch,0.061600,-0.080000,0.061600,-0.080000,0.061600,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.061600,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,20.200000,1.100000,-0.080000,12.000,1.000,0,0,475,tick
96,980,right_shoulder_pitch,0.061200,-0.080000,0.061200,-0.080000,0.061200,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.061200,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,20.400000,1.100000,-0.080000,12.000,1.000,0,0,480,tick
97,985,right_shoulder_pitch,0.060800,-0.080000,0.060800,-0.080000,0.060800,0.000000,0.000000,-0.850000,3.140000,0.010000,0,-0.060800,Cruise,traj_vel,0.120000,1.200000,0.250000,0.010000,20.600000,1.100000,-0.080000,12.000,1.000,0,0,485,tick
